price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,AgeOfHouse,,,
251000,3,2,8400,1,0,0,4,1300,0,56,,,
471000,4,2.25,57063,2,0,0,4,2410,1000,45,,,
597000,4,2.5,41338,2,0,0,3,2370,0,28,,,
804000,5,3.5,9305,2,0,0,3,2770,0,38,,,
357000,3,1.75,17493,1,0,0,3,1250,0,51,,,
419990,3,2.5,1689,2,0,0,3,1150,540,9,,,
725000,4,2.5,35201,2,0,0,4,3040,0,36,,,
275000,3,2.5,5733,2,0,0,3,2710,0,20,,,
445000,3,2.25,13630,1,0,0,3,1190,0,39,,,
510000,3,2.5,27566,2,0,0,3,2300,0,28,,,
330000,4,1,13372,1,0,0,3,1360,0,68,,,
270000,3,1,5605,1,0,0,5,750,750,81,,,
495000,4,2,4770,1,0,0,4,1230,380,82,,,
225000,4,1.75,10300,2,0,0,3,1420,0,73,,,
716528,3,1.5,5400,1,0,0,4,1050,700,71,,,
260000,3,2.5,6095,2,0,0,4,1510,0,32,,,
471000,4,2.5,9928,2,0,0,3,2330,0,25,,,
690000,5,3.5,4800,2,0,2,3,1930,760,104,,,
548000,5,1.5,7200,1.5,0,0,3,1700,0,86,,,
505000,3,1,5410,1,0,0,4,880,140,95,,,
325000,3,1,11799,1,0,0,3,1160,0,57,,,
682000,4,2.25,34092,2,0,0,4,2450,0,43,,,
605000,3,2.25,10760,2,0,0,3,2010,0,38,,,
276200,2,1.75,4495,1,0,0,4,1370,0,48,,,
530000,3,1,4040,1.5,0,0,3,1370,0,117,,,
245000,3,3,9600,1,0,0,3,1440,550,35,,,
654950,4,2.5,45902,2,0,0,3,2790,0,36,,,
221900,2,1,6727,1,0,0,3,780,0,84,,,
466000,4,2,4508,1,0,2,4,1340,900,97,,,
383150,3,2,6387,1,0,0,3,2210,0,20,,,
657100,4,1,4240,1,0,0,3,1050,340,99,,,
539000,3,2,43995,2,0,0,3,1800,0,35,,,
400000,6,3,15600,1,0,0,4,1660,1660,46,,,
215000,4,2.5,11600,1,0,0,5,980,980,92,,,
489000,2,1,2850,1,0,0,4,850,0,96,,,
649000,4,2.5,12764,2,0,0,3,2980,0,29,,,
700000,4,1.75,10800,1,0,0,4,1320,660,70,,,
268500,2,1,8424,1,0,0,4,790,0,70,,,
515000,3,2.5,5001,2,0,0,3,1800,0,27,,,
685000,4,2,10800,1,0,0,3,2260,0,45,,,
305000,2,1.5,2142,2,0,0,3,800,0,17,,,
950000,4,2,4600,1.5,0,2,3,2090,400,97,,,
292500,4,2.5,4568,2,0,0,3,1610,0,17,,,
270000,4,1.75,7730,1,0,0,5,1100,750,67,,,
450000,4,1.75,7730,1,0,0,5,1100,750,67,,,
535000,4,1,6480,1.5,0,0,3,1920,0,103,,,
550000,3,2.5,3082,2,0,0,3,1740,0,23,,,
457500,3,2.25,2003,2,0,0,3,980,450,27,,,
136500,3,1.5,8580,1,0,0,3,1420,0,61,,,
224097,3,1.5,8580,1,0,0,3,1420,0,61,,,
254000,3,2.5,10608,2,0,0,3,1560,0,29,,,
335000,4,2.25,13500,1,0,0,3,1230,800,60,,,
594950,5,2.5,6553,2,0,0,3,3280,0,11,,,
350000,3,1.75,18123,1,0,0,3,1360,0,40,,,
169950,3,1,9832,1,0,0,3,1180,0,53,,,
432500,3,2.5,10800,1,0,0,3,1340,600,44,,,
440000,2,1.75,4000,2,0,0,3,1300,0,75,,,
233703,3,2.25,3788,2,0,0,3,1650,0,38,,,
310000,3,1.5,3292,2,0,0,3,1140,0,35,,,
735000,3,2.5,6762,2,0,0,3,2540,0,25,,,
730000,4,2.75,8150,2,0,0,3,3440,0,9,,,
257000,3,1.75,9000,1,0,0,3,1200,600,62,,,
485000,2,2.25,1240,3,0,0,3,1260,0,19,,,
899000,4,2.25,6000,1,0,2,3,1440,930,64,,,
279000,3,1,8055,1.5,0,0,3,1520,0,71,,,
225000,4,2,7245,1,0,0,4,1050,700,49,,,
1.36E+06,3,1.5,4775,2,0,2,5,1880,800,110,,,
355000,3,2.5,4242,2,0,0,3,1590,0,23,,,
382500,4,1.75,8700,1,0,0,4,1560,0,56,,,
324360,3,2.5,9669,2,0,0,4,2000,0,31,,,
315000,3,1.75,10450,1.5,0,0,3,2380,0,57,,,
426000,2,1,11472,2,0,0,3,2230,0,72,,,
395000,5,2.5,6305,2,0,0,3,2820,0,20,,,
212644,3,1,9650,1.5,0,0,5,1570,0,101,,,
510000,3,3,5100,2,0,2,5,1845,0,76,,,
85000,2,1,9000,1,0,0,3,830,0,84,,,
235000,2,1,9000,1,0,0,3,830,0,84,,,
295000,4,2.5,5754,2,0,0,3,2030,0,22,,,
720001,3,2.5,2200,1.5,0,0,4,1430,0,113,,,
313950,3,1,6083,1,0,0,4,860,650,83,,,
415000,3,1,6083,1,0,0,4,860,650,83,,,
305000,3,1.75,12247,1,0,0,3,1610,0,42,,,
625000,3,1.5,4128,1.5,0,0,3,1250,350,117,,,
490000,3,1,11040,1,0,0,4,1420,0,62,,,
269950,3,2,8641,2,0,0,4,1660,0,36,,,
2.70E+06,5,4,27295,2,1,4,3,3230,1000,74,,,
829000,4,3,4500,2.5,0,0,5,2910,400,123,,,
635000,4,2.5,77550,1,0,0,4,2470,0,36,,,
217500,3,1,9750,1,0,0,3,1040,0,64,,,
270000,4,1.75,7350,1,0,0,3,1050,800,58,,,
1.25E+06,3,3,8400,2,0,2,3,2790,1820,76,,,
480000,4,2.5,5100,2,0,0,3,2480,0,16,,,
575000,3,1.75,6500,1,0,2,3,1170,960,69,,,
426950,4,2.75,5589,2,0,0,3,2350,0,22,,,
125000,3,1,7314,1,0,0,3,920,0,63,,,
208000,3,1,7314,1,0,0,3,920,0,63,,,
325000,4,2,10622,1,0,0,4,900,880,47,,,
597157,7,4,10880,1,0,0,4,2690,0,63,,,
728725,4,2.5,3120,2.5,0,2,3,3010,0,17,,,
708000,5,2,10800,1,0,0,3,1910,1270,55,,,
1.30E+06,4,3,14021,2,0,0,3,4120,0,18,,,
405000,3,1,11625,1,0,0,4,1280,0,46,,,
550000,4,2.75,6090,1.5,0,0,3,1400,290,78,,,
451000,4,2.5,5375,2,0,0,3,2320,0,17,,,
540500,5,3.75,7415,2,0,0,3,3090,0,9,,,
1.03E+06,5,3.5,16500,2,0,2,3,5050,0,22,,,
218000,4,1,10455,1,0,0,3,950,690,60,,,
562000,4,2.25,7007,1,0,0,3,1540,630,49,,,
401500,4,2.5,94525,2,0,0,4,2280,860,46,,,
196700,2,1,9994,1,0,0,3,1090,0,69,,,
583000,3,1.75,10183,1,0,0,4,1480,450,48,,,
309900,5,2.5,17825,1,0,0,4,1400,700,49,,,
485000,4,3,18843,2,0,0,3,3110,0,28,,,
465000,3,1,3348,1,0,0,4,930,0,97,,,
595000,4,2.25,8372,2,0,0,4,2050,0,39,,,
254000,3,1,7560,1,0,0,4,1160,0,65,,,
488500,3,2.75,9490,2,0,0,3,1820,0,29,,,
260000,4,2.5,8990,2,0,0,3,2110,0,46,,,
166000,2,1,8487,1,0,0,4,870,0,79,,,
440000,2,1.5,6760,1,0,2,3,1080,0,100,,,
375000,3,2,7560,2,0,0,5,1260,0,80,,,
529500,2,1,4800,1,0,0,4,780,120,79,,,
338000,2,1,6439,1,0,0,4,750,0,89,,,
335620,3,2.25,15903,1,0,0,3,1340,460,37,,,
464000,4,2.25,15232,1,0,0,3,1690,530,45,,,
354000,2,1,7740,1,0,0,4,1390,0,98,,,
601000,4,3.5,3600,2,0,0,3,1660,500,25,,,
285000,3,2.25,9040,1,0,0,3,1370,470,44,,,
462500,2,2,4200,2,0,0,3,1690,0,117,,,
350000,4,2.5,10459,2,0,0,4,2650,0,34,,,
329000,4,1,3844,1,0,0,3,1120,0,51,,,
312500,4,2.5,11983,1,0,0,3,1320,1180,39,,,
370000,4,2.5,5338,2,0,0,3,2220,0,22,,,
399900,3,1.75,12750,1,0,0,3,1260,0,44,,,
398000,3,1,6550,1.5,0,0,4,1480,0,98,,,
550500,2,1.5,7400,1,0,2,4,830,100,114,,,
709000,3,2.75,7200,1.5,0,0,4,1870,910,110,,,
402000,5,2.75,7620,1,0,0,3,1700,1070,58,,,
450000,3,1.5,23660,1,0,0,3,1530,0,71,,,
524000,3,2.25,6720,1,0,0,3,1440,700,62,,,
800000,4,2.75,322188,1,0,4,3,2400,2200,34,,,
185000,4,1,8906,1,0,0,3,1230,530,57,,,
365000,4,1,8906,1,0,0,3,1230,530,57,,,
925000,4,2.5,11422,2,0,0,3,3110,0,34,,,
714000,3,1.75,11781,1,0,0,4,1520,740,55,,,
495000,3,2,9759,1,0,0,5,1460,0,51,,,
535000,3,2.25,6648,1,0,0,3,1230,820,33,,,
880000,4,2.5,10800,1,0,0,3,2340,0,70,,,
150000,3,1.5,8056,1,0,0,4,1230,0,74,,,
554500,3,2.25,6565,1,0,0,4,1420,460,51,,,
520000,3,1.75,3880,1.5,0,0,5,1280,0,107,,,
839990,4,2.75,5637,2,0,0,3,3660,0,9,,,
500000,3,2.5,5683,2,0,0,3,1650,0,20,,,
305000,2,1,186872,1.5,0,0,4,1960,0,87,,,
247800,3,2.5,2170,2,0,0,3,1580,0,20,,,
344200,4,2.5,5812,2,0,0,3,2490,0,23,,,
459950,4,2.5,6107,2,0,0,3,2000,0,20,,,
229900,4,1.75,9899,1,0,0,4,1550,0,56,,,
750000,4,2.25,9602,1,0,1,3,1950,870,49,,,
509000,4,2.5,9355,1,0,0,3,1840,760,40,,,
680000,4,1,12137,1,0,4,4,1640,560,67,,,
661500,5,2.5,7200,1,0,0,4,1490,1010,46,,,
370000,2,1,1399,3,0,0,3,1270,0,23,,,
785000,4,2.75,17400,1,0,0,4,2410,490,45,,,
355000,2,1,6720,1,0,0,3,840,0,71,,,
446000,4,2,6350,1,0,0,4,970,970,72,,,
830000,5,3.5,21780,2,0,0,3,3490,0,27,,,
324000,3,2.5,8347,2,0,0,3,1940,0,33,,,
500000,4,2.25,23478,2,0,0,3,2490,0,42,,,
745000,3,1,9112,1,0,0,4,1390,0,72,,,
1.20E+06,4,2.5,4407,2,0,0,4,2620,1320,102,,,
385000,2,2.5,3710,1,0,0,3,1130,630,35,,,
565000,3,2.25,8040,1,0,0,3,1510,1050,65,,,
465000,4,2.5,7314,1,0,0,4,1420,880,44,,,
401000,3,3.25,1977,3,0,0,3,1770,0,22,,,
385000,3,1.75,11200,1,0,0,4,1630,680,45,,,
395000,3,2.5,4930,2,0,0,4,2310,0,34,,,
245000,5,1.5,8100,1.5,0,0,3,2000,0,77,,,
500000,3,2,3600,1,0,0,3,890,650,29,,,
334000,5,1.75,6720,1,0,0,4,1750,840,44,,,
550000,3,1,10960,1,0,0,4,980,0,70,,,
216000,3,1,7950,1,0,0,4,1180,550,62,,,
340500,3,2.5,5871,3,0,0,4,2510,560,95,,,
375000,4,2.25,12738,2,0,0,4,2100,0,48,,,
600000,3,2.75,16740,1,0,3,3,1580,500,57,,,
375000,4,1.75,8000,1,0,0,4,1250,640,63,,,
536500,4,1.75,4000,1.5,0,0,5,1450,550,97,,,
599900,3,3,35123,2,0,0,4,1760,1270,39,,,
750000,2,1.5,3600,1,0,0,5,1110,0,119,,,
355000,3,1,10075,1,0,0,3,1170,480,68,,,
590000,3,2,6413,1,0,0,4,910,500,76,,,
680000,2,1,6000,1,0,0,4,1070,1070,77,,,
429000,3,2.5,11122,2,0,0,3,1860,0,29,,,
581000,2,1,4080,1,0,0,4,1170,0,114,,,
463800,3,1.5,7770,1,0,0,4,980,0,55,,,
2.98E+06,5,5.5,18898,2,0,3,3,6290,1110,22,,,
443000,5,1.75,3000,1.5,0,0,3,1650,0,121,,,
276200,3,2.5,7210,1,0,0,3,1180,300,37,,,
630000,5,3.5,8309,2,0,0,3,2960,1100,22,,,
570000,3,1.75,3300,2,0,0,5,1370,0,96,,,
979700,4,2.25,6000,2,0,2,3,2380,100,94,,,
730000,4,2.5,4080,1.5,0,0,4,1730,300,102,,,
268450,5,2.25,9600,1,0,0,4,1100,1100,60,,,
490000,3,1.75,7508,1,0,0,3,1270,500,61,,,
808000,3,2.5,6240,1,0,3,5,1750,800,66,,,
350000,3,1,9786,1,0,0,4,1250,0,54,,,
695000,4,1.75,5880,1,0,2,3,1390,1000,66,,,
1.23E+06,4,2.5,44947,2,0,4,3,4280,1450,32,,,
309950,1,1,11800,1.5,0,0,3,1120,0,73,,,
134000,3,1,8508,1,0,0,4,650,620,81,,,
645500,4,2.5,9638,2,0,0,3,2390,0,35,,,
750000,3,2,5488,1.5,0,0,3,1540,220,96,,,
1.40E+06,3,2.5,3600,2,0,0,3,2110,450,56,,,
344900,4,1.75,7700,1,0,0,4,1100,720,68,,,
601450,2,3.25,1500,3,0,0,3,1840,0,22,,,
575000,4,2,4400,2,0,0,3,1700,110,114,,,
405000,3,1.75,9620,1,0,1,4,1570,900,61,,,
518000,4,2.75,14021,2,0,0,3,2520,0,24,,,
265000,2,1,7936,1,0,0,3,1600,0,76,,,
180000,3,1,4875,1,0,0,5,1280,0,54,,,
285000,3,2.5,9736,2,0,0,3,1590,0,38,,,
433000,3,2.75,7200,1,0,0,3,1000,1000,69,,,
399000,3,1.75,11440,1,0,0,3,1350,430,46,,,
565000,3,2.5,7210,2,0,0,5,1700,0,57,,,
406500,3,1.5,10080,1,0,0,3,1970,0,57,,,
420000,4,1.75,11500,1,0,0,4,1090,850,68,,,
965000,4,3.5,5559,1.5,0,0,3,2290,1000,117,,,
1.38E+06,4,3.5,9523,2,0,0,3,2460,1040,27,,,
353950,5,2.25,7969,2,0,0,4,3260,0,41,,,
847700,5,3.25,10260,2,0,0,3,3860,370,27,,,
185000,5,1,6700,1.5,0,0,3,1090,500,81,,,
269000,2,1.5,6000,1,0,0,4,1010,0,100,,,
422800,3,1.75,8400,1,0,0,3,1340,480,47,,,
379950,2,1,7500,1,0,0,3,870,0,76,,,
525000,3,2,7800,1,0,0,3,1200,420,54,,,
810000,4,3.5,209523,2,0,2,3,3980,0,17,,,
209950,4,1,8400,1,0,0,3,1630,0,61,,,
439950,3,2,1613,2,0,0,3,1010,220,20,,,
554820,4,2,12905,1,0,2,3,2210,1300,58,,,
359000,4,2.5,4500,2,0,0,3,2160,0,21,,,
242500,3,1,5870,1,0,0,3,1020,0,82,,,
330000,3,1.75,9417,1,0,0,4,1590,0,69,,,
740000,3,2.25,44374,2,0,3,4,2190,1250,44,,,
630000,5,1,4800,2,0,0,3,3020,0,122,,,
750000,3,1.75,7800,1,0,3,4,1360,920,82,,,
695000,4,2.5,6540,2,0,0,3,2790,0,24,,,
109000,2,0.5,6900,1,0,0,3,580,0,82,,,
389000,3,1.5,10075,1,0,0,5,1080,950,62,,,
447000,2,1,2700,1,0,0,5,850,0,99,,,
1.20E+06,3,2,13310,1,0,0,2,2480,0,68,,,
315000,3,1.75,12000,1,0,0,4,1010,0,46,,,
640000,3,2.5,8244,2,0,0,3,2420,0,35,,,
570000,3,2.25,9246,2,0,0,3,2180,0,39,,,
495000,3,2.75,208216,2,0,0,3,1830,0,26,,,
449500,5,2.75,7488,1,0,0,4,1200,840,54,,,
1.08E+06,4,2.75,5000,2,0,0,3,1840,800,80,,,
294950,2,1,7868,1,0,0,3,1060,0,71,,,
170500,3,1,13939,1,0,0,3,1040,600,63,,,
312000,4,1,7620,1.5,0,0,3,1190,0,97,,,
350000,3,2.5,15484,1,0,0,3,2180,0,31,,,
690000,4,2.5,8448,2,0,0,4,2120,0,34,,,
375000,4,2.5,9427,2,0,0,3,2210,0,24,,,
575000,4,2.5,47044,2,0,0,3,2510,0,36,,,
646000,4,2.25,8500,1,0,0,4,1600,900,45,,,
239950,3,2.5,4800,2,0,0,4,1560,0,49,,,
400000,5,2.5,7525,1.5,0,0,4,1710,800,94,,,
455000,4,1.75,94089,1,0,0,3,3060,0,65,,,
240000,3,2,8069,1,0,0,3,1310,0,33,,,
3.40E+06,4,4,11765,2,0,0,3,3280,980,84,,,
695000,3,2,4080,1.5,0,0,5,1680,820,101,,,
304950,2,1,6720,1,0,0,5,670,0,81,,,
650000,3,1.75,2310,1,0,2,4,1140,700,109,,,
402500,3,1.75,2211,2,0,0,3,1480,0,28,,,
482000,3,2.5,7307,2,0,0,3,2420,0,25,,,
655000,3,2,4480,1,0,0,5,1120,700,100,,,
577000,5,2.75,5000,2,0,0,5,1940,0,72,,,
350000,3,2.5,5996,2,0,0,3,1630,0,37,,,
415000,4,2.25,8000,1,0,2,3,1680,840,53,,,
396400,4,2.5,215186,2,0,0,2,2120,0,40,,,
654300,3,2.5,8582,2,0,0,3,2490,0,23,,,
774950,4,2.5,179419,2,0,0,3,3410,0,19,,,
855000,4,2,10800,2,0,2,3,2380,0,98,,,
1.15E+06,3,2.5,4000,2,0,0,5,1670,820,105,,,
330000,2,2.5,1546,2,0,0,3,1240,0,16,,,
290000,4,2.25,10950,1,0,0,4,1400,500,64,,,
519500,3,3,19454,1.5,0,0,3,2390,0,15,,,
450000,3,1.75,12600,1,0,0,3,1400,410,46,,,
3.12E+06,3,3.5,56609,2,1,4,3,4490,0,30,,,
265000,3,1,9450,1.5,0,0,3,1620,0,95,,,
359000,4,2.5,7883,2,0,0,3,2640,0,33,,,
2.00E+06,4,3.75,4500,2,0,3,3,2510,360,11,,,
1.05E+06,4,2.5,48037,1,0,2,3,2030,1220,38,,,
402500,2,1,2280,1,0,0,5,800,0,77,,,
450000,3,1.75,5445,1,0,0,4,1360,0,66,,,
262500,5,2.25,8086,1,0,0,3,1130,820,43,,,
285000,4,2.25,7200,2,0,0,3,1970,0,44,,,
290000,3,2.5,4861,2,0,0,3,2020,0,18,,,
752500,2,2.5,6230,1,0,0,3,2280,0,18,,,
820000,4,2.75,13515,2,0,0,3,3540,0,25,,,
292000,3,2.5,2740,2,0,0,3,1560,0,24,,,
213000,2,1,6089,1,0,2,3,750,0,86,,,
400000,4,3,7035,2,0,0,3,2240,0,81,,,
202000,1,0.75,5650,1,0,0,3,590,0,79,,,
484000,1,0,23244,1,0,0,4,690,0,75,,,
617450,3,2,14398,1,0,0,3,1080,500,42,,,
250000,3,1,8000,1,0,0,4,1040,0,67,,,
405000,5,1.75,10000,1,0,0,3,960,920,60,,,
325000,2,1,8750,1,0,0,3,1070,0,72,,,
301350,3,3,7440,1,0,0,5,1040,820,69,,,
425000,2,1.75,7800,1,0,0,3,1050,500,83,,,
460000,3,1,6360,1,0,0,3,1470,390,69,,,
938000,3,2.5,10940,2,0,2,3,3090,0,31,,,
348000,3,1.75,8867,1,0,0,3,1320,400,38,,,
435000,2,1,4080,1.5,0,0,5,1260,0,97,,,
227950,3,1.5,11430,1,0,0,4,1120,0,60,,,
425000,2,1,5880,1,0,0,3,900,350,75,,,
550000,3,2,4064,1.5,0,0,3,1810,0,98,,,
347500,3,2.5,7053,2,0,0,4,1890,0,31,,,
397000,4,1.75,6000,1,0,0,3,1620,400,64,,,
410000,4,1.75,11875,1,0,0,4,1490,300,54,,,
780000,3,3.5,6776,2,0,0,3,3190,0,25,,,
1.35E+06,4,3.25,5164,1.5,0,0,5,2700,330,98,,,
476000,3,2.25,3070,2,0,0,3,1630,0,19,,,
390000,3,1.75,16552,1,0,0,4,1180,0,56,,,
226500,3,2,7000,1,0,0,4,1560,0,55,,,
495000,3,2,2550,2,0,0,3,1340,0,39,,,
1.50E+06,5,3.25,11500,1,0,2,4,2590,0,55,,,
385000,3,1,5950,1,0,0,3,880,140,73,,,
535950,3,2.5,5344,2,0,0,3,2370,0,20,,,
910000,4,2.5,32430,2.5,0,0,3,3170,0,34,,,
465000,2,1,4000,1,0,0,3,1120,0,97,,,
495000,3,1.75,11787,1,0,0,3,1440,0,40,,,
250000,4,2,5404,1.5,0,0,5,1470,700,103,,,
1.23E+06,4,2.25,6906,2,0,0,4,2280,1210,95,,,
400000,4,2.25,8941,2,0,0,3,1970,0,50,,,
715000,4,2.5,13521,2,0,0,3,2780,0,36,,,
342000,3,2,7757,1,0,0,3,2250,0,31,,,
420000,4,1.75,8400,1,0,0,5,1340,0,56,,,
148226,3,1,7360,1,0,0,4,1400,0,55,,,
313000,3,1,10369,1,0,0,4,1010,500,55,,,
150000,3,1,8220,1,0,0,3,1320,0,64,,,
150000,2,1,10270,1,0,0,3,820,0,69,,,
230000,2,1,9435,1,0,0,3,1080,0,65,,,
389100,2,1,5400,1,0,0,4,840,0,75,,,
645000,4,2.25,8720,1,0,0,5,1360,710,49,,,
310000,3,1,6500,1,0,0,3,990,530,65,,,
351358,2,1.75,1189,2,0,0,3,1210,0,9,,,
1.70E+06,5,2.75,9360,2,0,0,3,3810,0,9,,,
1.57E+06,4,3.5,323215,2,0,0,3,5370,0,21,,,
850000,3,2,3600,2,0,0,3,1540,0,123,,,
470000,4,2.5,14023,2,0,0,3,2310,0,32,,,
770000,3,2.25,1900,3,0,0,3,1870,0,15,,,
366000,3,1.75,11440,1,0,0,4,1340,500,46,,,
545000,3,2.5,7184,2,0,0,3,2060,0,36,,,
205000,3,1,8800,1,0,0,4,1010,0,55,,,
405000,2,1,8155,1,0,0,4,1020,0,75,,,
467000,4,2.5,7210,1,0,0,3,1270,950,50,,,
392500,2,1,4125,1,0,0,4,1050,0,114,,,
901000,4,2.75,18400,1.5,0,3,3,2360,670,50,,,
500000,3,1.75,7199,1,0,0,3,1300,500,51,,,
384950,3,2.5,3690,2,0,0,3,1860,0,23,,,
1.70E+06,4,3.5,336283,2,0,0,3,4070,0,17,,,
245000,2,1,6120,1,0,0,3,860,0,75,,,
1.17E+06,4,2.25,10487,2,0,0,4,3080,0,55,,,
184500,3,1.5,3640,2,0,0,3,1280,0,40,,,
269000,2,2,5000,1.5,0,0,3,1540,0,37,,,
570000,3,2.5,3296,2,0,0,3,1530,0,25,,,
850000,4,1.75,11914,1,0,0,4,2350,0,62,,,
209000,3,1,5200,1,0,0,4,920,0,54,,,
327000,4,1.75,5100,1,0,0,4,1840,0,90,,,
369500,3,1.5,9957,1,0,0,4,1100,550,62,,,
440000,3,1.75,8025,1,0,0,4,1230,530,47,,,
947500,4,2.25,12329,1.5,0,0,4,3290,0,55,,,
510000,2,1,4500,1.5,0,0,4,1270,0,104,,,
385000,3,2,10318,1,0,0,3,930,670,82,,,
370000,5,3,9920,1,0,0,3,1400,1270,33,,,
660000,4,1.5,4500,1.5,0,2,3,1960,0,101,,,
729000,3,4.25,308080,2,0,2,4,2520,780,47,,,
440000,3,1.75,11880,2,0,0,3,2000,0,44,,,
445000,4,2.5,81892,1,0,0,3,2360,0,23,,,
460000,2,1,12092,1,0,0,4,1430,0,85,,,
516000,3,3,7304,1,0,0,3,1300,1030,52,,,
343888,4,2.5,5607,2,0,0,3,2060,0,21,,,
500000,4,1.75,9886,1.5,0,0,4,2240,0,58,,,
465000,5,1.75,6450,1,0,1,3,1330,1000,65,,,
302000,5,2.25,7813,2,0,0,3,2180,0,37,,,
195000,2,1,7861,1,0,0,4,1280,0,110,,,
640000,3,2.5,8925,2,0,0,3,2140,0,32,,,
502000,6,2.5,8122,1,0,0,3,1630,1260,46,,,
360000,3,2.5,3851,2,0,0,3,1480,0,25,,,
290500,4,2.5,3000,2,0,0,3,1680,0,20,,,
248000,4,3,5883,2,0,0,3,2163,0,17,,,
433000,4,2.5,7568,2,0,0,4,2280,0,22,,,
480000,2,1,4200,1,0,0,3,820,0,43,,,
410000,3,1,5000,1,0,0,3,1120,210,66,,,
309950,4,2.75,5000,2,0,0,3,2310,0,17,,,
253000,3,2,7372,1,0,0,5,1290,0,33,,,
280000,3,1.75,11800,1,0,0,4,1630,0,52,,,
440000,3,1,8925,1,0,0,3,1410,0,65,,,
333000,5,1.75,8936,1,0,0,3,1240,0,69,,,
759950,3,2.5,23790,2,0,0,3,3100,0,21,,,
345000,3,2.25,9000,2,0,0,3,2020,0,44,,,
350000,4,2.5,5831,2,0,0,3,2500,0,16,,,
198000,2,1,14200,1,0,0,3,790,0,72,,,
730000,3,1.75,11294,1,0,0,4,1340,700,71,,,
266200,3,1.5,9600,1,0,0,4,1430,0,57,,,
1.06E+06,4,2.5,10160,2,0,0,5,2250,0,56,,,
95000,2,1,20450,1,0,0,2,1070,0,75,,,
430000,3,1.75,12731,1,0,0,3,1300,0,42,,,
650000,4,2.25,9731,2,0,0,4,2560,0,50,,,
379900,3,2.5,5071,2,0,0,3,2190,0,19,,,
325000,2,1.5,1222,2,0,0,3,860,80,19,,,
455000,4,2.25,8449,1,0,0,4,1170,570,65,,,
392000,4,3.75,3797,1.5,0,0,4,1330,890,106,,,
373000,3,1.75,7811,1,0,0,3,1310,0,47,,,
951250,5,3,8227,1,0,2,3,1910,800,70,,,
502000,3,2,14350,1,0,0,3,1300,0,68,,,
362500,3,2,40588,1,0,0,3,1940,0,23,,,
525000,2,1,3500,1,0,3,3,1080,0,99,,,
580000,4,2.5,11680,1,0,0,4,1420,690,46,,,
278000,3,2.25,9425,1,0,0,3,1170,420,38,,,
422500,2,1,4800,1,0,0,4,910,0,100,,,
783200,4,2,5400,1,0,2,3,990,600,123,,,
715000,4,2.5,6628,2,0,0,3,3290,0,20,,,
472217,3,2.5,2212,2,0,0,3,1390,620,9,,,
244615,3,2.5,4030,2,0,0,3,2060,0,24,,,
385000,3,1.75,14288,1,0,0,3,780,780,79,,,
549995,3,1,6600,1,0,0,3,1120,0,80,,,
959900,4,3.75,15151,2,0,0,3,3550,0,19,,,
510000,6,4.5,7200,2,0,0,3,3300,0,43,,,
367000,3,1.75,12669,1,0,3,4,1200,800,58,,,
375000,5,3,8410,2,0,0,3,1810,870,33,,,
500000,2,2.25,1334,3,0,0,3,1290,0,16,,,
489000,2,2.25,1334,3,0,0,3,1290,0,16,,,
340000,3,2,700,2,0,0,3,800,350,23,,,
562000,3,1.75,5978,1,0,0,5,940,940,66,,,
489950,3,2.5,7478,2,0,0,3,2400,0,21,,,
652000,3,2.25,9600,1,0,0,4,1560,360,55,,,
472000,4,3.25,7090,2,0,0,3,2870,1480,24,,,
333000,4,2.5,9244,1,0,0,4,1910,0,60,,,
560000,3,1.5,7350,1,0,0,3,2000,0,70,,,
799000,4,3.5,20107,2,0,4,3,2220,1070,33,,,
860000,5,2.25,9200,2,0,0,3,3480,0,44,,,
449500,4,2.5,55931,2,0,0,3,2410,0,34,,,
692500,4,3,11500,2,0,0,3,2820,0,32,,,
925000,4,1.75,11400,1,0,0,4,1430,1280,47,,,
267500,3,2.25,2856,1.5,0,0,3,1550,530,20,,,
396800,4,2.5,6018,2,0,0,3,2200,0,13,,,
220000,4,1.5,8058,1,0,0,5,1180,0,54,,,
892500,3,1.75,56192,1,0,1,3,1720,400,64,,,
455500,3,2,10311,1,0,0,4,1460,0,48,,,
743000,3,1.75,11250,1,0,0,4,2110,0,62,,,
338000,4,1.5,17925,1,0,0,4,1790,0,72,,,
332000,3,1.75,13115,1,0,0,3,1340,0,45,,,
563225,3,1,4000,1.5,0,0,4,1370,1090,105,,,
1.15E+06,4,3.5,20609,2,0,0,3,3760,0,33,,,
645000,2,1,5000,1,0,0,3,1000,240,103,,,
739000,3,2.5,16000,2,0,0,4,2560,190,42,,,
435000,3,2.5,13446,2,0,0,3,2530,0,30,,,
995000,3,2.25,3800,2,0,0,5,2650,550,109,,,
520000,4,2.75,7357,1,0,0,3,1350,670,37,,,
400000,4,2.5,180263,2,0,0,3,2030,1000,36,,,
440000,3,1.75,7641,1,0,0,3,1510,840,45,,,
440000,3,1.5,6010,1,0,0,3,1230,460,77,,,
738000,3,1,3900,1,0,0,4,1280,0,102,,,
250000,3,1.5,9848,1,0,0,3,1170,0,60,,,
338150,4,2.25,8580,2,0,0,3,2700,0,31,,,
425000,3,2.25,7371,1,0,0,3,1280,520,44,,,
883000,4,2.5,54450,2,0,0,3,3670,0,24,,,
